userid,type,powerusage
2973,1,227.1456445
2974,1,272.6570857
2975,1,327.5321216
2976,4,526.9202901
2977,1,292.9878236
2978,1,334.5855595
2979,4,471.8369788
2980,1,301.0178052
2981,1,148.0711134
2982,1,242.4973424
2983,4,425.6457358
2984,1,381.9845069
2985,1,283.5576265
2986,1,279.2933953
2987,1,298.2959941
2988,1,317.89976
2989,1,280.79276
2990,1,218.9049941
2991,1,259.7013176
2992,1,259.22562
2993,1,270.9686652
2994,4,496.4610634
2995,4,502.4332244
2996,4,442.7337881
2997,4,456.4577403
2998,1,352.4544689
2999,1,271.497415
3000,1,204.0611926
3001,1,383.3611182
3002,1,376.3205879
3003,1,258.0737615
3004,1,359.4304493
3005,3,12423.33368
3006,1,303.4636432
3007,4,487.4274452
3008,1,233.4524576
3009,1,321.9002448
3010,1,319.9879442
3011,1,293.9491863
3012,1,287.2607097
3013,1,262.7303315
3014,1,396.7832965
3015,1,369.3737749
3016,1,244.4286564
3017,1,330.2096745
3018,1,321.485473
3019,1,324.4588253
3020,1,257.5597853
3021,1,378.5404039
3022,4,563.4009701
3023,1,318.3696395
3024,1,271.4762884
3025,1,281.047671
3026,1,325.5573973
3027,1,354.5123348
3028,1,289.2164464
3029,3,13364.73639
3030,1,170.7814212
3031,1,332.1768443
3032,1,276.1874936
3033,1,279.1880103
3034,1,281.5304017
3035,1,300.9073529
3036,1,300.8955952
3037,2,21450.02299
3038,1,357.5190865
3039,3,12752.61843
3040,1,252.0397094
3041,1,314.5546817
3042,1,210.334285
3043,1,403.0472438
3044,1,352.9414258
3045,1,314.6256708
3046,1,342.4854794
3047,1,421.0121154
3048,1,326.0072065
3049,1,329.7388195
3050,1,213.2105226
3051,1,363.6732774
3052,1,362.5933914
3053,1,362.6585355
3054,1,367.0158136
3055,1,322.8128467
3056,1,255.7575237
3057,1,330.9617612
3058,1,362.1606827
3059,1,275.1105208
3060,1,265.3017181
3061,4,522.3713423
3062,4,542.5092382
3063,1,337.4762325
3064,1,251.5981108
3065,4,546.33561
3066,4,508.029088
3067,1,331.1579217
3068,4,415.2430165
3069,1,303.0919198
3070,1,231.7969886
3071,1,326.007047
3072,1,323.8910698
3073,1,246.9837803
3074,1,339.4048717
3075,4,478.8246812
3076,1,210.555569
3077,1,348.0509021
3078,1,314.223731
3079,4,518.8072048
3080,1,288.1764024
3081,1,338.6040832
3082,1,338.5902783
3083,1,217.8542229
3084,3,10922.60611
3085,1,271.2378998
3086,1,306.9909195
3087,1,258.5427816
3088,1,329.1305456
3089,4,473.0882529
3090,1,282.2448635
3091,1,358.3421525
3092,1,303.9953284
3093,1,337.2680889
3094,1,299.9633629
3095,1,289.9611725
3096,1,314.4956031
3097,3,8909.299451
3098,1,332.6252077
3099,1,382.6446995
3100,1,272.0091254
3101,1,398.1571126
3102,1,215.5935398
3103,1,318.8837098
3104,1,350.8720088
3105,1,248.1088035
3106,4,551.7748994
3107,4,522.7114006
3108,1,231.1885281
3109,4,480.9866852
3110,1,219.5333803
3111,4,517.9633102
3112,1,240.7659217
3113,1,254.4058622
3114,1,323.9584371
3115,1,267.1311495
3116,4,454.6510577
3117,1,252.3713296
3118,1,340.1722103
3119,1,289.847961
3120,4,492.6196935
3121,4,528.6774674
3122,1,283.4863765
3123,1,363.2464754
3124,4,609.6451855
3125,1,230.0680036
3126,1,311.0609014
3127,2,25973.94858
3128,1,341.8907086
3129,1,287.8481046
3130,1,315.3929637
3131,1,314.0564491
3132,4,458.0143609
3133,1,327.6376656
3134,1,288.3630878
3135,4,475.5878592
3136,1,327.6259603
3137,1,346.8137671
3138,1,307.955691
3139,1,310.4697037
3140,1,316.8647427
3141,4,414.6921227
3142,1,355.4910474
3143,1,277.4856116
3144,1,295.2608674
3145,1,242.7009317
3146,1,320.2352187
3147,4,480.4840918
3148,1,235.9985779
3149,1,244.6305878
3150,4,491.8148822
3151,4,528.9211357
3152,1,270.0112246
3153,1,275.4503336
3154,1,391.8415542
3155,1,387.4322263
3156,1,447.7955924
3157,1,328.2654011
3158,1,423.7671747
3159,1,309.7411718
3160,1,341.6455612
3161,1,243.057536
3162,4,558.2961583
3163,1,258.6843501
3164,1,332.3005364
3165,1,213.0977365
3166,1,211.4918406
3167,1,323.5794437
3168,4,609.3924541
3169,1,293.2061126
3170,4,602.801955
3171,1,248.2746384
3172,3,10809.29805
3173,1,309.9103523
3174,1,347.4734183
3175,1,325.7836085
3176,1,348.5171395
3177,4,572.409601
3178,4,473.7237936
3179,1,264.4329672
3180,1,317.3537399
3181,1,228.144889
3182,4,473.0923074
3183,4,419.581407
3184,1,298.0374294
3185,1,326.5660854
3186,1,274.5160959
3187,2,10455.92582
3188,1,271.9590026
3189,1,367.4983519
3190,4,424.8627187
3191,1,359.6586492
3192,1,352.2321239
3193,4,575.8316068
3194,1,283.5807113
3195,1,192.9327741
3196,1,222.5240717
3197,1,383.6247139
3198,1,311.4489057
3199,4,512.674562
3200,1,328.372279
3201,1,297.8514515
3202,1,227.594012
3203,1,340.1384733
3204,1,297.2382888
3205,1,286.6374222
3206,4,575.8957094
3207,4,575.4587141
3208,3,11805.29421
3209,1,326.3093725
3210,1,281.4308479
3211,1,301.741158
3212,1,236.5807315
3213,1,323.7641698
3214,1,278.0082505
3215,1,331.6278559
3216,1,321.5908993
3217,1,295.3461819
3218,1,388.9912961
3219,4,608.8472842
3220,1,296.8610858
3221,1,254.7709143
3222,4,457.2645119
3223,1,322.981748
3224,1,238.0305682
3225,1,246.2693048
3226,1,271.4785659
3227,1,355.181582
3228,4,553.0823116
3229,1,279.4514558
3230,1,315.6390111
3231,4,512.2684738
3232,1,273.6669605
3233,1,294.1582254
3234,1,282.9322703
3235,1,350.6168571
3236,1,346.1543176
3237,1,351.3983628
3238,1,426.7663489
3239,1,296.5501834
3240,1,272.020989
3241,1,226.9444211
3242,1,262.0229243
3243,1,283.1008493
3244,1,334.0547858
3245,1,288.6506705
3246,1,328.1557035
3247,1,313.5083296
3248,1,225.415226
3249,4,413.5766393
3250,1,299.7204788
3251,1,257.6909833
3252,1,363.7316307
3253,1,341.0150852
3254,1,376.6249231
3255,1,379.3255575
3256,1,251.2583082
3257,4,482.811041
3258,1,309.811665
3259,1,319.1055593
3260,4,496.3223274
3261,1,260.8545645
3262,1,333.6316712
3263,4,403.7098302
3264,1,347.6594128
3265,4,607.6697358
3266,1,254.0090746
3267,1,247.7294649
3268,1,275.4592682
3269,4,471.0920316
3270,1,340.6569669
3271,1,370.0590809
3272,1,272.5640186
3273,1,372.5919211
3274,1,330.9573793
3275,1,183.7014639
3276,1,433.1551432
3277,1,305.480111
3278,1,347.4401513
3279,1,188.0651754
3280,4,487.814322
3281,1,313.6603019
3282,4,470.8149862
3283,3,10439.76015
3284,1,255.5896379
3285,1,280.3356921
3286,1,376.2144351
3287,1,258.3432407
3288,1,302.7075648
3289,4,545.0791721
3290,1,276.7393923
3291,1,375.0812994
3292,1,318.583997
3293,1,336.2350805
3294,4,552.764367
3295,1,262.916783
3296,1,254.9305042
3297,1,367.9503141
3298,3,12357.23369
3299,1,338.2462401
3300,1,352.1674767
3301,1,297.8838323
3302,1,207.3992192
3303,4,531.5527337
3304,1,310.081231
3305,4,614.0124934
3306,1,219.3003742
3307,1,229.6960413
3308,1,217.6737868
3309,1,348.3695974
3310,4,550.2516975
3311,4,490.4995022
3312,1,333.1777414
3313,1,231.3267536
3314,1,277.8687463
3315,4,494.2152937
3316,1,259.0941102
3317,1,354.7293688
3318,1,402.189019
3319,1,308.55922
3320,4,527.4623052
3321,1,380.6468388
3322,4,548.8033546
3323,4,481.6461933
3324,1,348.4764055
3325,1,240.4353353
3326,1,286.5486575
3327,1,189.3567141
3328,1,253.9888978
3329,1,313.7278991
3330,1,350.8028614
3331,1,231.7441919
3332,1,381.7215056
3333,1,248.8686839
3334,1,279.0682348
3335,1,428.3772223
3336,4,554.2989574
3337,4,505.0439906
3338,1,225.5419784
3339,1,306.6187321
3340,1,253.7509959
3341,1,307.0976957
3342,1,286.7389135
3343,1,259.2277723
3344,4,528.000259
3345,1,305.8689108
3346,1,365.413377
3347,1,350.609184
3348,1,284.3088774
3349,1,330.4642099
3350,1,323.01691
3351,1,232.0331196
3352,1,253.6095988
3353,1,327.0440371
3354,4,519.117437
3355,1,308.9553241
3356,3,10820.20458
3357,1,289.4633226
3358,1,335.0179503
3359,1,286.2473786
3360,4,459.3073033
3361,1,336.234772
3362,1,340.3015013
3363,1,309.0415316
3364,1,384.1903334
3365,1,453.3375693
3366,1,281.1177678
3367,3,10454.49524
3368,1,299.4981093
3369,1,303.7894002
3370,1,301.3231815
3371,3,13045.89506
3372,1,279.7997743
3373,1,253.8183809
3374,1,253.4425705
3375,1,206.7806158
3376,1,321.37808
3377,1,135.5474241
3378,1,312.5067938
3379,1,169.8464217
3380,1,390.7700634
3381,4,473.891081
3382,1,326.3961424
3383,1,340.0454096
3384,1,338.3359689
3385,1,336.3636762
3386,1,231.0033667
3387,1,295.303579
3388,1,300.9336601
3389,1,290.1521324
3390,1,288.2186213
3391,4,456.0606797
3392,1,270.048275
3393,3,13949.5651
3394,1,195.2454243
3395,1,241.2018305
3396,1,247.9543103
3397,4,445.4913554
3398,1,313.7244082
3399,4,450.8279176
3400,1,338.686281
3401,1,172.842364
3402,1,303.1223219
3403,4,564.0970712
3404,1,259.5949025
3405,1,235.2862362
3406,1,445.6794566
3407,1,306.9953672
3408,2,21367.99958
3409,1,177.9714068
3410,1,323.1560384
3411,4,559.7613901
3412,1,279.3999066
3413,4,530.915947
3414,4,503.0694462
3415,1,402.0273576
3416,1,265.5937286
3417,4,495.7084237
3418,1,283.0555687
3419,1,342.001789
3420,1,148.4860944
3421,3,8427.574906
3422,1,346.9867942
3423,1,257.9324957
3424,1,226.0992935
3425,1,212.3762243
3426,1,275.8131786
3427,4,518.8991461
3428,1,270.1169077
3429,1,259.8970423
3430,1,272.0631078
3431,1,305.8678854
3432,1,300.5817922
3433,1,402.4562549
3434,1,331.4958482
3435,1,303.7616286
3436,4,617.7718615
3437,1,302.0762839
3438,1,269.399283
3439,4,487.243832
3440,1,193.6878673
3441,4,384.47383
3442,4,590.3821018
3443,1,275.2239282
3444,4,406.8600666
3445,3,11069.93205
3446,1,202.2024241
3447,1,250.5672405
3448,1,297.3836857
3449,1,312.0373766
3450,1,213.5199394
3451,4,474.064631
3452,1,152.9799372
3453,1,376.8633995
3454,1,258.9998457
3455,1,267.3547155
3456,1,299.3583306
3457,1,193.8203525
3458,1,317.7019376
3459,1,319.9036038
3460,1,346.8819545
3461,1,285.4838411
3462,1,348.0507874
3463,1,248.8707762
3464,4,435.5699307
3465,1,213.866207
3466,1,372.359213
3467,1,245.5996327
3468,1,301.1771468
3469,1,237.2850729
3470,3,12312.06281
3471,1,450.7724077
3472,1,398.5265554
3473,1,227.9605046
3474,4,503.2812853
3475,1,274.9224691
3476,1,267.2948914
3477,1,276.0749576
3478,1,272.4062338
3479,1,326.5444417
3480,4,495.992436
3481,1,376.8346617
3482,4,438.2916991
3483,4,596.7992727
3484,2,27887.04426
3485,1,326.323129
3486,1,321.3086618
3487,4,520.9057447
3488,4,504.1930169
3489,1,289.6995284
3490,1,370.7582216
3491,1,341.6737309
3492,1,288.1140005
3493,1,281.46787
3494,1,216.2934615
3495,1,309.7090212
3496,1,292.7446707
3497,4,566.0998106
3498,1,415.3815366
3499,1,197.0581386
3500,1,256.4653474
3501,1,187.5804949
3502,4,511.4514533
3503,1,234.5569426
3504,1,274.9360495
3505,1,335.6290716
3506,1,301.581523
3507,1,338.6263493
3508,1,251.035339
3509,4,503.6969941
3510,1,222.4883286
3511,1,304.6199282
3512,1,325.2246344
3513,4,396.5708766
3514,4,513.8561212
3515,1,170.6984424
3516,1,262.906947
3517,1,283.288778
3518,1,293.4090715
3519,1,204.4522081
3520,1,282.0743507
3521,1,308.5238923
3522,1,353.2401463
3523,1,208.794859
3524,1,305.129549
3525,1,191.7352423
3526,1,395.7820179
3527,4,518.7604366
3528,4,432.695726
3529,1,313.8173789
3530,1,234.7624872
3531,1,275.855183
3532,1,309.4547564
3533,1,244.1530443
3534,1,148.3457685
3535,1,273.6346795
3536,1,292.538482
3537,1,251.3105972
3538,3,12417.96425
3539,4,530.3797434
3540,1,189.1906147
3541,4,535.9453634
3542,1,330.5156533
3543,1,321.262707
3544,1,293.7828325
3545,1,445.2197685
3546,1,270.1211477
3547,1,387.1912482
3548,1,294.1832952
3549,1,249.5651363
3550,1,368.3804834
3551,1,225.9036508
3552,1,316.9904249
3553,1,300.6876411
3554,4,458.7064888
3555,1,267.723183
3556,1,316.979222
3557,1,289.3442231
3558,1,338.1297317
3559,1,261.123111
3560,1,327.5774716
3561,1,275.0790253
3562,4,461.141721
3563,1,314.2442453
3564,1,306.0125135
3565,4,435.5862694
3566,1,447.9215869
3567,1,328.7370162
3568,1,287.8103131
3569,1,298.7494456
3570,1,207.4161195
3571,1,353.966397
3572,1,414.2548342
3573,1,291.2319464
3574,3,9100.788995
3575,1,353.3440575
3576,4,533.5718438
3577,4,493.0239474
3578,1,281.5958552
3579,1,369.2701537
3580,1,376.6749761
3581,1,184.3608038
3582,1,319.9131514
3583,1,323.9585625
3584,4,488.9431421
3585,1,420.8609992
3586,1,225.5461031
3587,4,474.3217025
3588,1,324.7526196
3589,1,344.2211276
3590,1,247.8988583
3591,4,473.5318657
3592,1,393.6808357
3593,1,250.8022947
3594,4,533.2002361
3595,1,348.6617261
3596,1,315.0463898
3597,1,360.9169322
3598,1,294.4181955
3599,1,345.0225619
3600,3,10100.03573
3601,1,275.2479464
3602,4,397.0007462
3603,1,250.582769
3604,1,283.6517837
3605,1,366.5777325
3606,4,413.930358
3607,1,328.5660636
3608,1,276.9951525
3609,1,239.964596
3610,1,308.6991487
3611,1,328.6881411
3612,1,280.1818268
3613,1,264.8549281
3614,4,417.0534226
3615,1,358.0284369
3616,4,528.3882366
3617,1,304.4942913
3618,1,329.6692322
3619,1,240.9896595
3620,4,559.6441902
3621,1,253.2673056
3622,1,356.0047914
3623,1,331.8036408
3624,3,9651.475186
3625,4,472.8476837
3626,1,299.9428689
3627,1,304.9914369
3628,1,198.6674464
3629,1,254.7457332
3630,4,493.2469009
3631,1,312.4006289
3632,3,12212.15026
3633,1,314.7589039
3634,1,318.4945795
3635,1,217.0881368
3636,1,297.8723952
3637,4,397.6050815
3638,1,263.8901716
3639,4,548.2680152
3640,1,325.4241513
3641,1,206.3578828
3642,1,307.6745458
3643,1,350.0120987
3644,1,238.1612763
3645,1,326.0477153
3646,1,254.1694279
3647,1,310.6995192
3648,1,175.4224371
3649,1,411.993857
3650,1,263.9462273
3651,1,341.8274565
3652,1,234.4610413
3653,1,184.3075937
3654,3,12496.67666
3655,1,265.544015
3656,1,322.2060972
3657,1,323.8715792
3658,1,314.2739937
3659,1,374.4674863
3660,3,14496.46919
3661,1,316.7246948
3662,1,360.4563577
3663,1,404.779597
3664,4,490.2464393
3665,4,499.4537733
3666,1,285.1142956
3667,1,356.6212451
3668,1,315.4297856
3669,1,230.8228333
3670,1,320.8433118
3671,1,378.5309192
3672,1,253.3383692
3673,1,301.3425921
3674,1,248.8989933
3675,1,206.82448
3676,3,15369.78724
3677,4,457.7284757
3678,1,331.8899423
3679,1,325.4543751
3680,1,296.3635392
3681,1,242.620174
3682,4,538.8541894
3683,1,320.743008
3684,1,227.0967968
3685,1,453.863937
3686,1,301.4271351
3687,1,254.9701293
3688,4,569.5707791
3689,1,370.9404807
3690,1,219.1892222
3691,1,293.4984427
3692,1,241.7210234
3693,2,18486.34104
3694,1,426.6761433
3695,4,480.7854611
3696,1,328.9824289
3697,1,274.5884779
3698,1,227.1114512
3699,1,276.0196216
3700,1,386.3654348
3701,1,295.1382409
3702,1,344.7064883
3703,1,308.5642055
3704,1,272.5692392
3705,1,322.0464627
3706,1,286.3988437
3707,1,363.0330634
3708,1,270.1066518
3709,1,273.2554979
3710,4,473.0916496
3711,1,313.8865938
3712,1,307.5535628
3713,1,293.9281584
3714,1,324.4701789
3715,1,308.8456648
3716,4,587.2664099
3717,1,333.0044864
3718,1,252.4181826
3719,1,362.2138118
3720,1,259.6617012
3721,1,333.8326506
3722,1,301.0257288
3723,1,235.3389968
3724,4,488.0757652
3725,1,378.700628
3726,1,215.5933835
3727,4,518.0560429
3728,1,241.9347074
3729,1,318.8537199
3730,1,319.5793111
3731,1,360.6802965
3732,4,438.2318942
3733,1,226.448141
3734,1,245.1415195
3735,1,250.2546652
3736,1,310.8175095
3737,1,336.916063
3738,1,242.4809982
3739,1,364.7164786
3740,1,340.6216875
3741,1,373.682922
3742,1,254.165556
3743,4,477.1678116
3744,4,413.3286856
3745,1,254.8418945
3746,1,281.9863196
3747,1,399.666545
3748,1,465.9613853
3749,1,295.9328914
3750,1,247.6495267
3751,2,23203.35533
3752,1,311.8865936
3753,1,97.54610082
3754,1,205.7440256
3755,1,313.2137036
3756,1,339.1605637
3757,4,491.963043
3758,1,399.8375494
3759,4,498.9001643
3760,1,265.468953
3761,4,519.893369
3762,1,311.107949
3763,1,299.7606122
3764,1,178.4430424
3765,1,198.1361587
3766,1,348.405422
3767,1,260.8846939
3768,1,311.0374056
3769,1,360.4391034
3770,1,358.742647
3771,1,266.3131098
3772,1,279.7413375
3773,1,145.0476628
3774,1,434.2611399
3775,1,380.0351706
3776,1,300.4435271
3777,1,309.665353
3778,1,312.5008757
3779,1,268.3700798
3780,1,390.8216762
3781,1,217.8406518
3782,1,213.5945161
3783,1,257.9073692
3784,4,537.301086
3785,1,231.3440781
3786,1,272.5509945
3787,1,285.6051516
3788,1,364.1164103
3789,4,514.9104753
3790,1,350.3661817
3791,1,399.8926574
3792,4,557.7163427
3793,1,299.1285946
3794,4,501.2795245
3795,1,241.2032232
3796,1,237.2738335
3797,1,364.3141936
3798,1,287.4648105
3799,1,224.6274953
3800,1,282.86358
3801,1,303.9131401
3802,1,256.92859
3803,4,421.9808508
3804,4,457.5339686
3805,1,230.1488065
3806,1,360.0845929
3807,1,302.5507779
3808,4,522.2209538
3809,1,375.3687953
3810,1,191.8840299
3811,1,309.580731
3812,4,539.4021335
3813,2,25131.58708
3814,1,270.0881979
3815,4,518.5275115
3816,1,213.6052461
3817,1,299.4643348
3818,1,309.0389958
3819,1,496.7907308
3820,1,315.2590712
3821,1,310.6583595
3822,1,320.7170608
3823,1,404.7923379
3824,1,378.1713518
3825,1,165.6100157
3826,1,341.5939981
3827,1,294.1141799
3828,4,420.4438301
3829,1,262.2691497
3830,1,263.3657704
3831,1,193.2064876
3832,1,354.5210716
3833,1,283.821796
3834,4,478.2712354
3835,1,287.5737698
3836,1,238.3418994
3837,4,522.0569121
3838,1,314.2227718
3839,1,386.8548869
3840,1,276.0616339
3841,1,204.3600545
3842,4,540.3072305
3843,4,479.2716934
3844,1,337.8318978
3845,1,302.0750426
3846,1,199.4775569
3847,4,478.8678782
3848,1,283.9427545
3849,1,346.8938961
3850,1,255.9455588
3851,1,311.4664008
3852,1,356.4714103
3853,1,396.0339744
3854,1,256.2140185
3855,1,305.8589531
3856,4,537.741031
3857,1,327.3888298
3858,1,260.0217333
3859,1,316.865006
3860,1,228.511291
3861,1,404.4131544
3862,1,312.9353046
3863,1,322.2787048
3864,1,292.8316124
3865,1,242.282727
3866,1,443.2131663
3867,4,510.0620694
3868,1,310.1224573
3869,1,345.4675259
3870,1,342.110172
3871,1,259.376046
3872,1,263.2427056
3873,1,286.3258444
3874,1,287.9183103
3875,1,376.8894354
3876,1,284.7127231
3877,1,307.2829042
3878,1,251.279151
3879,4,466.0024706
3880,1,291.9625505
3881,1,226.4739746
3882,1,289.8142877
3883,1,374.3501989
3884,1,244.8072558
3885,1,202.234734
3886,1,303.206676
3887,1,351.5272867
3888,1,358.2106629
3889,1,338.0664371
3890,1,279.2104342
3891,4,550.314648
3892,3,14430.44643
3893,1,222.0404883
3894,1,271.8798652
3895,1,259.318328
3896,1,341.1251508
3897,4,556.6604229
3898,4,575.3151218
3899,1,272.8584014
3900,1,383.9889001
3901,1,336.4941908
3902,4,519.5782429
3903,1,429.5413266
3904,4,401.6960597
3905,1,263.3272301
3906,4,464.8728925
3907,1,337.4482198
3908,1,272.1625609
3909,1,332.9855405
3910,1,286.0282978
3911,1,368.7781392
3912,1,301.8242984
3913,1,340.5788263
3914,1,189.404169
3915,1,265.383352
3916,1,326.7253017
3917,1,249.6832192
3918,1,304.6362868
3919,1,210.7917382
3920,1,311.885069
3921,4,548.3003158
3922,1,275.757579
3923,1,368.312363
3924,1,310.3498823
3925,1,360.4918599
3926,4,484.5976983
3927,1,282.1501418
3928,1,325.2032978
3929,1,330.7041881
3930,1,408.2842504
3931,1,275.7523912
3932,1,409.6390391
3933,1,369.7978603
3934,4,608.7394485
3935,1,335.4153405
3936,1,330.835582
3937,1,403.0926299
3938,1,315.684859
3939,1,301.8465713
3940,4,430.6712591
3941,4,567.0832634
3942,1,296.1233345
3943,1,256.200514
3944,1,307.4211887
3945,1,233.483155
3946,1,379.3217333
3947,1,380.1414497
3948,1,256.201909
3949,1,305.9726207
3950,1,295.5478491
3951,1,356.542628
3952,1,299.7809668
3953,1,307.4226569
3954,4,599.3653939
3955,1,358.6503916
3956,3,13159.95273
3957,1,307.0765337
3958,1,292.9403827
3959,1,291.8457404
3960,1,462.7882218
3961,1,269.7765661
3962,4,528.6053329
3963,1,358.190561
3964,4,492.6316883
3965,1,278.1847189
3966,1,338.2944843
3967,1,310.8449569
3968,1,403.3282602
3969,1,333.7312136
3970,4,477.1229546
3971,1,261.833526
3972,1,246.5468877
3973,1,395.4021995
3974,2,17162.14579
3975,1,232.1685026
3976,1,303.3960613
3977,1,228.8109339
3978,1,333.5659117
3979,1,280.4944328
3980,1,165.5299563
3981,1,242.1408934
3982,1,203.1325807
3983,1,203.9373252
3984,4,507.8451938
3985,1,367.5589373
3986,1,347.5883102
3987,1,416.3791385
3988,1,291.0047979
3989,1,336.723093
3990,1,250.0671898
3991,1,343.373999
3992,1,242.9648906
3993,1,346.1177175
3994,1,275.6148591
3995,1,366.2773998
3996,1,300.0182579
3997,1,249.6140711
3998,4,479.6054997
3999,1,468.3184081
4000,1,315.7896806
4001,1,318.6884254
4002,1,311.1645331
4003,1,274.1564811
4004,1,232.9806856
4005,1,321.0406653
4006,4,468.9218852
4007,1,319.5765035
4008,1,253.8318254
4009,1,264.5087972
4010,1,417.0516904
4011,4,447.9229821
4012,1,269.9989237
4013,1,334.6295048
4014,1,309.4588638
4015,1,239.4232926
4016,1,356.137818
4017,4,491.9803056
4018,1,312.2928815
4019,1,383.9349741
4020,1,414.1705745
4021,3,14979.33582
4022,1,262.8533364
4023,2,21031.17352
4024,1,304.0790739
4025,1,288.2864581
4026,1,328.1267087
4027,1,300.6610357
4028,1,388.8580804
4029,1,169.6423817
4030,1,400.557433
4031,1,284.1917192
4032,1,244.6949286
4033,1,160.4186279
4034,1,372.5410743
4035,1,205.9887007
4036,4,524.2231669
4037,4,534.893258
4038,1,328.0691533
4039,1,314.3825437
4040,1,284.6786243
4041,1,407.5993252
4042,1,339.6738627
4043,4,482.5935559
4044,1,347.5140655
4045,4,542.2774616
4046,1,230.0412205
4047,1,319.7354982
4048,4,486.9629256
4049,3,10969.68751
4050,1,268.7514159
4051,4,476.2848422
4052,1,450.032725
4053,4,427.3135381
4054,4,555.7420218
4055,1,224.0243517
4056,4,580.6066917
4057,4,435.2084177
4058,1,314.3621973
4059,1,282.16413
4060,1,379.6977797
4061,1,244.5401447
4062,1,300.979914
4063,1,295.5891814
4064,1,248.9133176
4065,1,307.97821
4066,1,222.6616236
4067,1,245.9458836
4068,4,507.283105
4069,1,266.9430702
4070,1,304.7662583
4071,1,352.214352
4072,1,372.2340878
4073,1,243.4180272
4074,1,290.4667003
4075,1,290.5903123
4076,1,417.9582088
4077,1,282.2983473
4078,1,309.1328543
4079,1,276.5640891
4080,1,193.3382734
4081,1,282.4495661
4082,4,512.5947133
4083,4,471.928536
4084,1,264.0092036
4085,4,489.8095525
4086,1,325.0788177
4087,4,591.5391737
4088,1,375.3404404
4089,4,432.6517333
4090,4,494.9167036
4091,1,238.3228224
4092,1,222.3296761
4093,2,16572.05617
4094,1,275.5185533
4095,4,515.1738525
4096,1,381.3443771
4097,4,467.9364405
4098,4,391.5000644
4099,1,264.4795245
4100,1,341.7804625
4101,1,381.6329298
4102,4,458.5548484
4103,1,308.8442145
4104,1,271.2129865
4105,1,351.0411971
4106,1,323.5125925
4107,1,320.8949581
4108,1,333.3371293
4109,1,400.0070177
4110,1,249.8602295
4111,1,206.540204
4112,4,483.4954127
4113,4,541.7053016
4114,1,337.2260971
4115,1,219.8793306
4116,1,386.3534914
4117,3,9949.651592
4118,4,455.2197031
4119,1,235.691742
4120,1,170.8237222
4121,1,259.7074912
4122,1,307.8907433
4123,1,320.3503714
4124,4,576.5029972
4125,4,545.3321878
4126,1,321.8330073
4127,1,368.2119792
4128,1,268.3208854
4129,1,337.524229
4130,4,598.1738287
4131,1,378.7451676
4132,1,253.9733871
4133,1,316.5482329
4134,4,452.7038393
4135,1,393.2726737
4136,1,233.9381111
4137,1,217.8311334
4138,1,377.7426625
4139,3,12066.89232
4140,1,241.8807015
4141,1,301.9722531
4142,1,397.7160862
4143,4,592.784006
4144,4,440.2617768
4145,1,367.0364013
4146,1,323.5108741
4147,1,311.5613682
4148,1,340.4047817
4149,1,353.0294781
4150,1,265.1927098
4151,1,367.7447769
4152,4,512.5288671
4153,3,14705.3343
4154,1,325.8389101
4155,1,322.9609356
4156,1,200.9889191
4157,1,344.6308904
4158,1,282.8218496
4159,1,424.8575668
4160,1,190.8013152
4161,4,560.638499
4162,1,293.7290503
4163,1,232.0120543
4164,1,350.2459386
4165,1,334.8708888
4166,1,327.3232044
4167,1,378.9735466
4168,1,256.0748923
4169,4,547.665376
4170,1,304.1641279
4171,1,321.6707818
4172,1,278.0819325
4173,3,11076.3803
4174,1,336.5977855
4175,4,398.0391398
4176,1,285.1101016
4177,4,499.0598959
4178,3,9434.891855
4179,4,461.0920466
4180,4,423.3755641
4181,4,544.8152148
4182,1,334.4671415
4183,1,318.62619
4184,1,369.76628
4185,1,319.3630967
4186,1,304.912822
4187,4,510.5239487
4188,1,333.3244691
4189,1,410.0917518
4190,1,276.0489046
4191,3,11143.2307
4192,1,281.517315
4193,4,466.286713
4194,1,327.9765293
4195,4,500.7517083
4196,1,261.740797
4197,1,366.2847257
4198,1,302.0038114
4199,1,356.9587569
4200,1,197.0108418
4201,1,289.2563294
4202,4,427.2112156
4203,1,344.67011
4204,1,269.7202628
4205,1,373.4628251
4206,1,248.4746625
4207,1,324.8946504
4208,1,437.5329759
4209,1,312.9411611
4210,1,293.7730456
4211,1,320.4829183
4212,1,357.3547826
4213,1,313.4136149
4214,1,308.2707952
4215,4,458.3153288
4216,4,553.8976255
4217,1,351.3873432
4218,1,289.382032
4219,3,10918.64271
4220,1,253.5581968
4221,1,322.6034225
4222,1,305.5386735
4223,4,493.9542755
4224,4,540.0564815
4225,4,503.6417981
4226,1,295.642841
4227,1,262.8457083
4228,1,313.3899484
4229,1,364.0588866
4230,1,343.2470899
4231,1,375.1620592
4232,3,11902.92447
4233,1,255.0891912
4234,1,183.347655
4235,1,334.9872139
4236,1,372.4375234
4237,1,215.5605053
4238,1,359.6623364
4239,4,481.4165509
4240,1,327.8240364
4241,1,309.5347122
4242,1,309.455125
4243,1,300.7316031
4244,1,273.6017491
4245,4,565.9233598
4246,1,231.5316306
4247,2,17880.64306
4248,1,282.494138
4249,1,197.7306173
4250,1,291.5185435
4251,1,251.1228412
4252,1,397.441183
4253,1,274.4135197
4254,2,26574.58041
4255,1,228.9877299
4256,1,225.7440609
4257,1,264.1767804
4258,1,277.757585
